,names,party,district,role,people_id,committee_sponsor,all_sponsored_bills_count,unspecified_sponsored_bills_count,primary_sponsored_bills_count,co_sponsored_bills_count,joint_sponsored_bills_count,all_sponsored_bills,unspecified_sponsored_bills,primary_sponsored_bills,co_sponsored_bills,joint_sponsored_bills,all_sponsored_bills_status,unspecified_sponsored_bills_status,primary_sponsored_bills_status,co_sponsored_bills_status,joint_sponsored_bills_status,all_sponsored_bills_passed,unspecified_sponsored_bills_passed,primary_sponsored_bills_passed,co_sponsored_bills_passed,joint_sponsored_bills_passed,all_sponsored_bills_avg,unspecified_sponsored_bills_avg,primary_sponsored_bills_avg,co_sponsored_bills_avg,joint_sponsored_bills_avg
25,Jay Jacobs,R,HD-036,Rep,11449,0,91,0,10,81,0,"[1036197, 1058110, 1058102, 1058079, 1058118, 1058100, 1061075, 1062537, 1065085, 1066841, 1066857, 1066870, 1066893, 1066900, 1068443, 1068455, 1068456, 1068424, 1068444, 1068427, 1068454, 1068460, 1068419, 1068429, 1069808, 1069874, 1069810, 1069820, 1069812, 1069917, 1069901, 1069906, 1069925, 1071351, 1071375, 1072379, 1073035, 1073117, 1073073, 1073025, 1073968, 1073963, 1075304, 1075339, 1075244, 1075236, 1077017, 1077014, 1077082, 1077169, 1077036, 1077080, 1077086, 1077148, 1077010, 1078877, 1080810, 1080803, 1081736, 1083045, 1083061, 1083097, 1083037, 1084055, 1084009, 1083985, 1084058, 1084085, 1084015, 1084027, 1084067, 1084077, 1085183, 1085234, 1085083, 1084894, 1085082, 1084887, 1085146, 1085089, 1085102, 1084993, 1084913, 1085186, 1085111, 1085299, 1085205, 1085078, 1085169, 1094129, 1100022]",[],"[1061075, 1062537, 1066841, 1080803, 1084009, 1083985, 1084085, 1084015, 1084027, 1084067]","[1036197, 1058110, 1058102, 1058079, 1058118, 1058100, 1065085, 1066857, 1066870, 1066893, 1066900, 1068443, 1068455, 1068456, 1068424, 1068444, 1068427, 1068454, 1068460, 1068419, 1068429, 1069808, 1069874, 1069810, 1069820, 1069812, 1069917, 1069901, 1069906, 1069925, 1071351, 1071375, 1072379, 1073035, 1073117, 1073073, 1073025, 1073968, 1073963, 1075304, 1075339, 1075244, 1075236, 1077017, 1077014, 1077082, 1077169, 1077036, 1077080, 1077086, 1077148, 1077010, 1078877, 1080810, 1081736, 1083045, 1083061, 1083097, 1083037, 1084055, 1084058, 1084077, 1085183, 1085234, 1085083, 1084894, 1085082, 1084887, 1085146, 1085089, 1085102, 1084993, 1084913, 1085186, 1085111, 1085299, 1085205, 1085078, 1085169, 1094129, 1100022]",[],"[4, 1, 1, 1, 5, 4, 1, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 2, 1, 4, 4, 1, 1, 1, 4, 4, 4, 4, 1, 4, 1, 1, 1, 1, 1, 1, 1, 4, 4, 1, 1, 1, 1, 4, 1, 4, 4, 1, 4, 4, 1, 4, 2, 1, 4, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1]",[],"[1, 4, 4, 1, 4, 4, 4, 2, 1, 4]","[4, 1, 1, 1, 5, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 2, 1, 4, 4, 1, 1, 1, 4, 4, 4, 4, 1, 4, 1, 1, 1, 1, 1, 1, 1, 4, 4, 1, 1, 1, 4, 1, 4, 4, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1]",[],24,0,6,18,0,0.26373626373626374,0.0,0.6,0.2222222222222222,0.0
26,Anne Kaiser,D,HD-014,Rep,4588,0,80,0,10,70,0,"[1036197, 1036262, 1058085, 1061025, 1062551, 1062548, 1065090, 1066897, 1066871, 1066915, 1066902, 1066868, 1066895, 1069894, 1069918, 1069843, 1069839, 1072398, 1072385, 1073131, 1073077, 1073052, 1073071, 1073095, 1075353, 1075229, 1075308, 1075253, 1075252, 1075271, 1075223, 1077017, 1077104, 1077130, 1077077, 1077102, 1078970, 1078907, 1078968, 1080745, 1080841, 1080725, 1080816, 1080784, 1081701, 1081764, 1083108, 1083103, 1083083, 1083150, 1083027, 1083121, 1083019, 1084006, 1084097, 1084091, 1084022, 1085070, 1085100, 1085230, 1085083, 1085182, 1085143, 1085280, 1085233, 1084855, 1085056, 1085242, 1085051, 1085018, 1085252, 1084980, 1084982, 1085187, 1085161, 1088092, 1090815, 1100018, 1101446, 1066849]",[],"[1073131, 1073071, 1080784, 1084097, 1084091, 1085070, 1085100, 1085280, 1084855, 1100018]","[1036197, 1036262, 1058085, 1061025, 1062551, 1062548, 1065090, 1066897, 1066871, 1066915, 1066902, 1066868, 1066895, 1069894, 1069918, 1069843, 1069839, 1072398, 1072385, 1073077, 1073052, 1073095, 1075353, 1075229, 1075308, 1075253, 1075252, 1075271, 1075223, 1077017, 1077104, 1077130, 1077077, 1077102, 1078970, 1078907, 1078968, 1080745, 1080841, 1080725, 1080816, 1081701, 1081764, 1083108, 1083103, 1083083, 1083150, 1083027, 1083121, 1083019, 1084006, 1084022, 1085230, 1085083, 1085182, 1085143, 1085233, 1085056, 1085242, 1085051, 1085018, 1085252, 1084980, 1084982, 1085187, 1085161, 1088092, 1090815, 1101446, 1066849]",[],"[4, 2, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 1, 4, 4, 1, 4, 4, 4, 4, 4, 1, 1, 1, 4, 4, 4, 4, 4, 1, 1, 5, 2, 1, 1, 1, 1, 1, 2, 1, 2, 4, 4, 1, 1, 4, 4, 2, 4, 1, 4, 1, 1, 4, 1, 4, 1, 1, 1, 2, 1, 2, 4, 1, 1, 4, 1, 2, 4, 1, 1]",[],"[4, 4, 1, 4, 4, 4, 1, 1, 1, 4]","[4, 2, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 1, 4, 1, 4, 4, 4, 4, 4, 1, 1, 1, 4, 4, 4, 4, 4, 1, 1, 5, 2, 1, 1, 1, 1, 2, 1, 2, 4, 4, 1, 1, 2, 4, 1, 1, 4, 4, 1, 1, 2, 1, 2, 4, 1, 1, 4, 1, 2, 1, 1]",[],41,0,6,35,0,0.5125,0.0,0.6,0.5,0.0
27,Anne Arundel County Delegation,No Party,No District,Rep,15480,1,5,0,5,0,0,"[1061053, 1066907, 1069871, 1083133, 1083998]",[],"[1061053, 1066907, 1069871, 1083133, 1083998]",[],[],"[4, 4, 1, 2, 4]",[],"[4, 4, 1, 2, 4]",[],[],3,0,3,0,0,0.6,0.0,0.6,0.0,0.0
28,Thomas Middleton,D,SD-028,Sen,4687,0,151,0,41,110,0,"[1036418, 1036368, 1036355, 1036383, 1036406, 1058090, 1058117, 1059480, 1059465, 1061034, 1061072, 1062469, 1062471, 1062493, 1062483, 1065072, 1065077, 1065099, 1066856, 1066876, 1066859, 1066885, 1066878, 1066892, 1066844, 1066910, 1066874, 1066911, 1068441, 1068457, 1068416, 1068415, 1068453, 1069860, 1069856, 1069836, 1069903, 1069915, 1069796, 1069802, 1069872, 1069908, 1071283, 1071288, 1071293, 1071281, 1071376, 1071373, 1071275, 1071343, 1071284, 1071324, 1071316, 1071297, 1072384, 1072372, 1072342, 1072351, 1072371, 1073059, 1073113, 1073122, 1073098, 1073085, 1073967, 1073940, 1075258, 1075231, 1075268, 1075306, 1075348, 1075263, 1075274, 1075273, 1075323, 1075265, 1075322, 1077097, 1077057, 1077063, 1077012, 1077115, 1077021, 1077136, 1077153, 1077065, 1077142, 1077030, 1077085, 1078962, 1078946, 1078942, 1078895, 1078981, 1080718, 1080759, 1080716, 1080837, 1080879, 1080843, 1080788, 1080888, 1080769, 1080768, 1080875, 1080707, 1080864, 1080767, 1080884, 1080747, 1081811, 1081801, 1081787, 1081789, 1081813, 1081812, 1081767, 1081661, 1081619, 1081602, 1081846, 1081693, 1081688, 1081794, 1081627, 1081748, 1081684, 1081746, 1081819, 1081709, 1083122, 1086699, 1088102, 1089440, 1090865, 1090831, 1090853, 1090884, 1092933, 1092908, 1094165, 1095747, 1095737, 1097850, 1104408, 1105449, 1106045, 1106046, 1107339, 1069818, 1094140]",[],"[1036406, 1059480, 1059465, 1062469, 1062471, 1065077, 1065099, 1066856, 1066844, 1066910, 1068457, 1069856, 1069836, 1069903, 1069872, 1071275, 1071343, 1071284, 1072384, 1072372, 1072351, 1073967, 1073940, 1077136, 1077142, 1077030, 1080718, 1080788, 1080707, 1081801, 1081789, 1081813, 1089440, 1090831, 1090884, 1092933, 1092908, 1094165, 1106045, 1106046, 1107339]","[1036418, 1036368, 1036355, 1036383, 1058090, 1058117, 1061034, 1061072, 1062493, 1062483, 1065072, 1066876, 1066859, 1066885, 1066878, 1066892, 1066874, 1066911, 1068441, 1068416, 1068415, 1068453, 1069860, 1069915, 1069796, 1069802, 1069908, 1071283, 1071288, 1071293, 1071281, 1071376, 1071373, 1071324, 1071316, 1071297, 1072342, 1072371, 1073059, 1073113, 1073122, 1073098, 1073085, 1075258, 1075231, 1075268, 1075306, 1075348, 1075263, 1075274, 1075273, 1075323, 1075265, 1075322, 1077097, 1077057, 1077063, 1077012, 1077115, 1077021, 1077153, 1077065, 1077085, 1078962, 1078946, 1078942, 1078895, 1078981, 1080759, 1080716, 1080837, 1080879, 1080843, 1080888, 1080769, 1080768, 1080875, 1080864, 1080767, 1080884, 1080747, 1081811, 1081787, 1081812, 1081767, 1081661, 1081619, 1081602, 1081846, 1081693, 1081688, 1081794, 1081627, 1081748, 1081684, 1081746, 1081819, 1081709, 1083122, 1086699, 1088102, 1090865, 1090853, 1095747, 1095737, 1097850, 1104408, 1105449, 1069818, 1094140]",[],"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 2, 1, 4, 4, 4, 1, 1, 4, 4, 4, 4, 2, 4, 4, 4, 1, 2, 1, 2, 1, 2, 1, 1, 4, 4, 1, 4, 2, 4, 4, 2, 4, 4, 1, 4, 4, 2, 4, 4, 1, 4, 1, 4, 4, 4, 4, 1, 2, 2, 1, 4, 2, 1, 4, 4, 4, 4, 1, 1, 4, 1, 2, 4, 4, 2, 4, 5, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 1, 2, 1, 4, 4, 2, 4, 1, 4, 4, 4, 4, 4, 1, 4, 2, 4, 4, 1, 4, 1, 2, 2, 1, 2, 4, 4, 4, 1, 4, 1, 4, 1, 4, 4, 4, 5, 1, 4, 4, 4, 1, 4, 1, 4, 1, 4, 4, 4, 4, 4, 2, 4, 1, 1, 2]",[],"[4, 1, 4, 4, 4, 4, 4, 1, 2, 4, 2, 1, 1, 4, 2, 4, 2, 4, 1, 4, 4, 2, 1, 4, 4, 4, 4, 2, 4, 4, 1, 4, 4, 4, 4, 1, 4, 1, 2, 4, 1]","[4, 4, 4, 4, 4, 4, 4, 4, 2, 1, 4, 1, 4, 4, 4, 4, 4, 4, 1, 1, 2, 1, 2, 4, 1, 4, 4, 4, 2, 4, 4, 1, 4, 4, 1, 4, 4, 4, 1, 2, 2, 1, 4, 4, 4, 4, 4, 1, 1, 4, 1, 2, 4, 4, 2, 4, 5, 4, 4, 4, 1, 4, 4, 4, 4, 1, 4, 4, 1, 2, 1, 4, 4, 4, 1, 4, 4, 4, 4, 1, 4, 2, 4, 1, 2, 2, 1, 2, 4, 4, 4, 1, 4, 1, 4, 1, 4, 4, 4, 5, 1, 4, 1, 4, 4, 4, 4, 4, 1, 2]",[],91,0,24,67,0,0.6026490066225165,0.0,0.5853658536585366,0.6090909090909091,0.0
29,Montgomery County Delegation,No Party,No District,Rep,15731,1,31,0,19,12,0,"[1061037, 1061068, 1061030, 1061069, 1061074, 1061064, 1061067, 1061052, 1061028, 1062565, 1062495, 1062509, 1062542, 1062523, 1062559, 1062552, 1065067, 1069800, 1069838, 1069801, 1069859, 1069882, 1069795, 1069797, 1069879, 1069824, 1069852, 1069830, 1073065, 1083146, 1084934]",[],"[1061037, 1061068, 1061030, 1061069, 1061074, 1061064, 1061067, 1061052, 1061028, 1062565, 1062495, 1062509, 1062542, 1062523, 1062559, 1062552, 1065067, 1073065, 1083146]","[1069800, 1069838, 1069801, 1069859, 1069882, 1069795, 1069797, 1069879, 1069824, 1069852, 1069830, 1084934]",[],"[2, 4, 4, 4, 1, 4, 4, 1, 4, 1, 4, 1, 1, 4, 4, 4, 4, 1, 4, 4, 1, 4, 1, 1, 4, 2, 4, 1, 1, 1, 1]",[],"[2, 4, 4, 4, 1, 4, 4, 1, 4, 1, 4, 1, 1, 4, 4, 4, 4, 1, 1]","[1, 4, 4, 1, 4, 1, 1, 4, 2, 4, 1, 1]",[],16,0,11,5,0,0.5161290322580645,0.0,0.5789473684210527,0.4166666666666667,0.0
30,Kriselda Valderrama,D,HD-026,Rep,4534,0,90,0,7,83,0,"[1036197, 1062473, 1062510, 1062548, 1065090, 1065048, 1066904, 1066857, 1066915, 1066906, 1066902, 1066867, 1069894, 1069918, 1069843, 1069878, 1071279, 1071308, 1072333, 1072337, 1072366, 1073080, 1073042, 1073070, 1073931, 1075353, 1075308, 1075319, 1075317, 1077017, 1077077, 1077102, 1078970, 1078910, 1078896, 1078973, 1080709, 1080841, 1080755, 1080702, 1081772, 1081717, 1083058, 1083025, 1083044, 1083101, 1083022, 1083019, 1084016, 1084082, 1084006, 1084022, 1084034, 1083997, 1083972, 1084057, 1084014, 1083973, 1084969, 1085230, 1085181, 1085207, 1085232, 1085056, 1085242, 1085186, 1085111, 1084943, 1085115, 1085034, 1084874, 1085203, 1085038, 1085292, 1084975, 1085086, 1085051, 1085227, 1084914, 1085078, 1084980, 1085150, 1084982, 1085161, 1085173, 1090815, 1094136, 1096220, 1066849, 1085245]",[],"[1084943, 1085034, 1084874, 1085203, 1084914, 1084980, 1096220]","[1036197, 1062473, 1062510, 1062548, 1065090, 1065048, 1066904, 1066857, 1066915, 1066906, 1066902, 1066867, 1069894, 1069918, 1069843, 1069878, 1071279, 1071308, 1072333, 1072337, 1072366, 1073080, 1073042, 1073070, 1073931, 1075353, 1075308, 1075319, 1075317, 1077017, 1077077, 1077102, 1078970, 1078910, 1078896, 1078973, 1080709, 1080841, 1080755, 1080702, 1081772, 1081717, 1083058, 1083025, 1083044, 1083101, 1083022, 1083019, 1084016, 1084082, 1084006, 1084022, 1084034, 1083997, 1083972, 1084057, 1084014, 1083973, 1084969, 1085230, 1085181, 1085207, 1085232, 1085056, 1085242, 1085186, 1085111, 1085115, 1085038, 1085292, 1084975, 1085086, 1085051, 1085227, 1085078, 1085150, 1084982, 1085161, 1085173, 1090815, 1094136, 1066849, 1085245]",[],"[4, 2, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 2, 1, 2, 1, 4, 4, 2, 1, 4, 1, 4, 1, 1, 1, 4, 4, 4, 1, 1, 2, 1, 5, 2, 1, 1, 1, 4, 1, 1, 2, 1, 1, 4, 1, 1, 2, 1, 4, 1, 2, 4, 5, 1, 4, 1, 4, 4, 1, 1, 1, 4, 1, 1, 1, 4, 4, 1, 1, 1, 2, 2, 4, 4, 1, 4, 2, 1, 4, 4, 2, 1, 1, 1, 2]",[],"[1, 1, 4, 4, 4, 4, 1]","[4, 2, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 2, 1, 2, 1, 4, 4, 2, 1, 4, 1, 4, 1, 1, 1, 4, 4, 4, 1, 1, 2, 1, 5, 2, 1, 1, 1, 4, 1, 1, 2, 1, 1, 4, 1, 1, 2, 1, 4, 1, 2, 4, 5, 1, 4, 1, 4, 4, 1, 1, 1, 4, 1, 1, 1, 1, 2, 2, 4, 1, 2, 1, 4, 4, 2, 1, 1, 2]",[],36,0,4,32,0,0.4,0.0,0.5714285714285714,0.3855421686746988,0.0
31,Carroll County Senators,No Party,No District,Sen,15734,1,7,0,7,0,0,"[1066854, 1069794, 1069811, 1071383, 1075343, 1080744, 1092923]",[],"[1066854, 1069794, 1069811, 1071383, 1075343, 1080744, 1092923]",[],[],"[4, 4, 5, 1, 4, 4, 2]",[],"[4, 4, 5, 1, 4, 4, 2]",[],[],4,0,4,0,0,0.5714285714285714,0.0,0.5714285714285714,0.0,0.0
32,Howard County Delegation,No Party,No District,Rep,15487,1,16,0,16,0,0,"[1062463, 1068425, 1068449, 1068421, 1068451, 1068448, 1068463, 1068452, 1069926, 1077154, 1083110, 1083052, 1084072, 1084098, 1085290, 1085094]",[],"[1062463, 1068425, 1068449, 1068421, 1068451, 1068448, 1068463, 1068452, 1069926, 1077154, 1083110, 1083052, 1084072, 1084098, 1085290, 1085094]",[],[],"[4, 1, 1, 1, 4, 1, 1, 1, 1, 4, 4, 4, 4, 4, 1, 4]",[],"[4, 1, 1, 1, 4, 1, 1, 1, 1, 4, 4, 4, 4, 4, 1, 4]",[],[],8,0,8,0,0,0.5,0.0,0.5,0.0,0.0
33,Allegany County Delegation,No Party,No District,Rep,15479,1,6,0,6,0,0,"[1075219, 1077107, 1077167, 1080711, 1083102, 1083109]",[],"[1075219, 1077107, 1077167, 1080711, 1083102, 1083109]",[],[],"[1, 4, 4, 1, 1, 4]",[],"[1, 4, 4, 1, 1, 4]",[],[],3,0,3,0,0,0.5,0.0,0.5,0.0,0.0
34,Judiciary,No Party,No District,Rep,15412,1,4,0,4,0,0,"[1062550, 1065065, 1069891, 1069864]",[],"[1062550, 1065065, 1069891, 1069864]",[],[],"[4, 4, 1, 1]",[],"[4, 4, 1, 1]",[],[],2,0,2,0,0,0.5,0.0,0.5,0.0,0.0
35,Craig Zucker,D,SD-011,Sen,11975,0,133,0,16,117,0,"[1036418, 1058099, 1061034, 1061024, 1061072, 1065032, 1065094, 1066876, 1066873, 1066838, 1066878, 1066892, 1066874, 1066911, 1068450, 1068441, 1068415, 1069860, 1069806, 1069796, 1069802, 1069908, 1071385, 1071283, 1071288, 1071293, 1071343, 1071320, 1071386, 1071324, 1071286, 1071316, 1072356, 1072342, 1072350, 1072351, 1072371, 1073063, 1073096, 1073075, 1073089, 1073058, 1073120, 1073094, 1073141, 1073039, 1073122, 1073085, 1073948, 1075217, 1075280, 1075258, 1075276, 1075303, 1075288, 1075263, 1075274, 1075273, 1075323, 1075265, 1075322, 1075214, 1075297, 1077042, 1077152, 1077100, 1077012, 1077115, 1077021, 1077099, 1077162, 1077055, 1078982, 1078946, 1078979, 1078942, 1078901, 1078957, 1078966, 1080729, 1080819, 1080882, 1080860, 1080825, 1080738, 1080759, 1080837, 1080776, 1080739, 1080811, 1080824, 1080701, 1080832, 1080838, 1080876, 1080815, 1080843, 1080769, 1080762, 1080767, 1081590, 1081787, 1081661, 1081753, 1081738, 1081794, 1081627, 1081751, 1081684, 1081746, 1081609, 1081706, 1081673, 1081645, 1081618, 1081822, 1081819, 1081677, 1081643, 1083122, 1086690, 1086694, 1088102, 1090853, 1095161, 1095747, 1098946, 1104408, 1105449, 1066894, 1069873, 1069818, 1094140]",[],"[1071386, 1072342, 1073058, 1075280, 1075258, 1075276, 1080824, 1080701, 1080832, 1080838, 1080876, 1081590, 1081794, 1081684, 1086690, 1086694]","[1036418, 1058099, 1061034, 1061024, 1061072, 1065032, 1065094, 1066876, 1066873, 1066838, 1066878, 1066892, 1066874, 1066911, 1068450, 1068441, 1068415, 1069860, 1069806, 1069796, 1069802, 1069908, 1071385, 1071283, 1071288, 1071293, 1071343, 1071320, 1071324, 1071286, 1071316, 1072356, 1072350, 1072351, 1072371, 1073063, 1073096, 1073075, 1073089, 1073120, 1073094, 1073141, 1073039, 1073122, 1073085, 1073948, 1075217, 1075303, 1075288, 1075263, 1075274, 1075273, 1075323, 1075265, 1075322, 1075214, 1075297, 1077042, 1077152, 1077100, 1077012, 1077115, 1077021, 1077099, 1077162, 1077055, 1078982, 1078946, 1078979, 1078942, 1078901, 1078957, 1078966, 1080729, 1080819, 1080882, 1080860, 1080825, 1080738, 1080759, 1080837, 1080776, 1080739, 1080811, 1080815, 1080843, 1080769, 1080762, 1080767, 1081787, 1081661, 1081753, 1081738, 1081627, 1081751, 1081746, 1081609, 1081706, 1081673, 1081645, 1081618, 1081822, 1081819, 1081677, 1081643, 1083122, 1088102, 1090853, 1095161, 1095747, 1098946, 1104408, 1105449, 1066894, 1069873, 1069818, 1094140]",[],"[4, 5, 4, 1, 4, 4, 2, 1, 1, 4, 4, 4, 4, 4, 4, 1, 2, 2, 2, 1, 4, 4, 1, 4, 2, 4, 2, 1, 4, 4, 1, 1, 1, 4, 4, 4, 4, 1, 1, 4, 4, 4, 2, 1, 1, 4, 2, 4, 4, 1, 4, 4, 4, 5, 4, 1, 4, 1, 2, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 1, 4, 5, 1, 4, 1, 1, 4, 4, 4, 4, 1, 1, 5, 5, 4, 1, 1, 4, 1, 4, 1, 1, 1, 1, 2, 4, 4, 1, 4, 4, 4, 4, 2, 4, 1, 1, 4, 1, 4, 1, 1, 1, 4, 1, 2, 4, 4, 1, 4, 4, 1, 1, 1, 1, 1, 4, 2, 4, 4, 1, 3, 1, 2]",[],"[4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 2, 4, 1, 4, 1, 1]","[4, 5, 4, 1, 4, 4, 2, 1, 1, 4, 4, 4, 4, 4, 4, 1, 2, 2, 2, 1, 4, 4, 1, 4, 2, 4, 2, 1, 4, 1, 1, 1, 4, 4, 4, 1, 1, 4, 4, 2, 1, 1, 4, 2, 4, 4, 1, 5, 4, 1, 4, 1, 2, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 1, 4, 5, 1, 4, 1, 1, 4, 4, 4, 4, 1, 1, 5, 5, 4, 1, 1, 4, 1, 4, 4, 4, 1, 4, 4, 4, 2, 4, 1, 4, 1, 1, 1, 1, 4, 1, 2, 4, 4, 1, 4, 4, 1, 1, 1, 4, 2, 4, 4, 1, 3, 1, 2]",[],66,0,8,58,0,0.49624060150375937,0.0,0.5,0.49572649572649574,0.0
36,Charles Otto,R,HD-038A,Rep,12078,0,91,0,8,83,0,"[1036197, 1058110, 1058102, 1058079, 1058118, 1058100, 1065085, 1066857, 1066893, 1066900, 1066883, 1068443, 1068455, 1068444, 1068427, 1068454, 1068460, 1068419, 1068429, 1069808, 1069874, 1069810, 1069820, 1069812, 1069917, 1069901, 1069906, 1069898, 1069925, 1069920, 1071329, 1071387, 1071394, 1071351, 1071375, 1072398, 1072347, 1073035, 1073136, 1073117, 1073958, 1073968, 1073963, 1075304, 1075339, 1075244, 1075236, 1077082, 1077036, 1077080, 1077148, 1077010, 1080810, 1081736, 1081750, 1083061, 1083056, 1083027, 1084055, 1084009, 1083985, 1084058, 1084081, 1084085, 1084015, 1084027, 1084067, 1084004, 1085183, 1085234, 1085083, 1084894, 1084923, 1084972, 1085107, 1085082, 1085029, 1084887, 1085146, 1085089, 1085293, 1085102, 1085042, 1084993, 1084913, 1085176, 1085111, 1085205, 1085169, 1096223, 1094129]",[],"[1066883, 1069898, 1069920, 1071329, 1071394, 1073958, 1085169, 1096223]","[1036197, 1058110, 1058102, 1058079, 1058118, 1058100, 1065085, 1066857, 1066893, 1066900, 1068443, 1068455, 1068444, 1068427, 1068454, 1068460, 1068419, 1068429, 1069808, 1069874, 1069810, 1069820, 1069812, 1069917, 1069901, 1069906, 1069925, 1071387, 1071351, 1071375, 1072398, 1072347, 1073035, 1073136, 1073117, 1073968, 1073963, 1075304, 1075339, 1075244, 1075236, 1077082, 1077036, 1077080, 1077148, 1077010, 1080810, 1081736, 1081750, 1083061, 1083056, 1083027, 1084055, 1084009, 1083985, 1084058, 1084081, 1084085, 1084015, 1084027, 1084067, 1084004, 1085183, 1085234, 1085083, 1084894, 1084923, 1084972, 1085107, 1085082, 1085029, 1084887, 1085146, 1085089, 1085293, 1085102, 1085042, 1084993, 1084913, 1085176, 1085111, 1085205, 1094129]",[],"[4, 1, 1, 1, 5, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 1, 1, 2, 1, 4, 2, 4, 1, 1, 4, 4, 4, 4, 4, 1, 4, 1, 1, 1, 4, 4, 1, 1, 2, 1, 1, 4, 1, 4, 4, 1, 1, 4, 2, 1, 4, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 4, 1, 1, 1, 1]",[],"[1, 4, 4, 4, 1, 4, 1, 1]","[4, 1, 1, 1, 5, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 2, 1, 4, 2, 4, 1, 1, 4, 4, 4, 4, 1, 4, 1, 1, 1, 4, 4, 1, 1, 2, 1, 1, 4, 1, 4, 4, 1, 1, 4, 2, 1, 4, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 4, 1, 1]",[],24,0,4,20,0,0.26373626373626374,0.0,0.5,0.24096385542168675,0.0
